locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Sector 56, Gurugram",Builder Floor,1574.0,19,1.6,"lift, parking, power backup, club",2022,14311000.0
"Indirapuram, Ghaziabad",Builder Floor,1347.0,14,1.7,"park-facing, gym, club",2024,7934000.0
Greater Noida West,Flat / Apartment,678.0,9,0.6,"parking, park-facing, gym, power backup",2020,2400000.0
"Rohini, Delhi",Flat / Apartment,1379.0,23,2.6,"lift, gym, security, club",2024,6986000.0
"Janakpuri, Delhi",Flat / Apartment,1837.0,11,0.9,parking,2021,15181000.0
"Rohini, Delhi",Flat / Apartment,449.0,1,3.1,power backup,2021,2281000.0
"Indirapuram, Ghaziabad",Builder Floor,2202.0,8,2.0,"gym, power backup, club",2024,12643000.0
"Dwarka, Delhi",Builder Floor,1025.0,20,2.5,"lift, gym, security",2020,5039000.0
"Indirapuram, Ghaziabad",Independent House,558.0,19,,"parking, gym, security",2018,2488000.0
"Saket, Delhi",Flat / Apartment,1362.0,16,7.0,"parking, power backup, club",2023,19357000.0
"Rohini, Delhi",Builder Floor,1674.0,13,2.1,"lift, parking, park-facing, gym, security, club",2022,10878000.0
Greater Noida West,Flat / Apartment,1174.0,9,3.1,"lift, gym, security",2024,4206000.0
"Janakpuri, Delhi",Independent House,1440.0,1,2.8,"lift, park-facing, club",2024,19413000.0
"Janakpuri, Delhi",Flat / Apartment,2254.0,6,2.5,"parking, gym",2021,17642000.0
"Sector 56, Gurugram",Builder Floor,1393.0,29,0.7,"security, club",2022,10996000.0
"Vasant Kunj, Delhi",Flat / Apartment,2642.0,25,1.1,"park-facing, security, power backup",2023,33138000.0
"Sector 56, Gurugram",Flat / Apartment,1869.0,2,0.7,"gym, power backup, club",2023,19821000.0
"Janakpuri, Delhi",Villa,1323.0,27,5.5,"lift, parking, power backup, club",2020,13152000.0
"Vasant Kunj, Delhi",Flat / Apartment,1431.0,23,5.5,"lift, park-facing, gym, club",2020,15961000.0
"Janakpuri, Delhi",Flat / Apartment,1156.0,2,3.4,"lift, parking, park-facing, club",2021,10767000.0
"Rohini, Delhi",Builder Floor,1412.0,12,4.2,"lift, parking, park-facing, power backup",2023,8558000.0
"Vasant Kunj, Delhi",Flat / Apartment,1553.0,5,0.7,"lift, gym",2022,22614000.0
"Mayur Vihar, Delhi",Flat / Apartment,1118.0,21,3.1,gym,2018,5396000.0
"Dwarka, Delhi",Flat / Apartment,679.0,20,1.3,club,2021,3276000.0
"Dwarka, Delhi",Flat / Apartment,1895.0,6,0.9,"lift, security, power backup",2020,10579000.0
"Sector 56, Gurugram",Independent House,1738.0,23,4.2,"park-facing, power backup",2019,12547000.0
"Janakpuri, Delhi",Builder Floor,662.0,8,3.1,"lift, gym, power backup, club",2024,6988000.0
"Dwarka, Delhi",Flat / Apartment,1377.0,14,0.8,"lift, parking, park-facing, gym, club",2024,10529000.0
"Sector 62, Noida",Flat / Apartment,1762.0,3,5.1,"parking, security, power backup",2022,10954000.0
"Indirapuram, Ghaziabad",Independent House,1716.0,27,2.0,"gym, security",2024,9251000.0
"Rohini, Delhi",Independent House,988.0,5,3.5,parking,2019,5401000.0
"Saket, Delhi",Flat / Apartment,1742.0,26,1.4,"lift, security, club",2021,18355000.0
"Lajpat Nagar, Delhi",Builder Floor,1307.0,25,2.6,"lift, parking, club",2022,14166000.0
"Sector 62, Noida",Flat / Apartment,1475.0,3,3.7,"park-facing, security, power backup, club",2023,10318000.0
"Rohini, Delhi",Flat / Apartment,886.0,3,0.8,"lift, gym, power backup, club",2020,4729000.0
"Indirapuram, Ghaziabad",Independent House,350.0,4,6.1,,2019,1874000.0
"Lajpat Nagar, Delhi",Independent House,950.0,25,3.4,"lift, power backup, club",2020,9361000.0
"Dwarka, Delhi",Flat / Apartment,1541.0,2,2.8,"parking, park-facing, security, club",2022,11077000.0
Greater Noida West,Independent House,1208.0,18,0.2,"lift, parking, park-facing, gym, security, club",2024,6748000.0
"Dwarka, Delhi",Builder Floor,1593.0,26,2.2,"parking, gym",2020,7387000.0
"Dwarka, Delhi",Independent House,1798.0,8,4.2,"parking, park-facing",2020,11520000.0
"Sector 15, Faridabad",Independent House,1151.0,16,0.3,"gym, club",2019,4936000.0
"Pitampura, Delhi",Flat / Apartment,1107.0,2,5.5,"park-facing, gym, security",2020,7198000.0
"Pitampura, Delhi",Villa,350.0,28,0.5,power backup,2021,3069000.0
"Sector 56, Gurugram",Flat / Apartment,604.0,18,2.6,"park-facing, gym, power backup, club",2021,4689000.0
"Sector 56, Gurugram",Flat / Apartment,697.0,21,6.3,security,2018,4279000.0
"Mayur Vihar, Delhi",Flat / Apartment,1550.0,7,2.9,"lift, park-facing, gym, power backup, club",2019,9550000.0
"Rohini, Delhi",Independent House,1156.0,21,3.9,"park-facing, gym",2020,6212000.0
"Mayur Vihar, Delhi",Flat / Apartment,1060.0,18,4.2,"lift, power backup",2021,6791000.0
"Vasant Kunj, Delhi",Flat / Apartment,1008.0,3,3.2,"gym, power backup, club",2019,11857000.0
"Indirapuram, Ghaziabad",Independent House,949.0,17,1.1,club,2018,3998000.0
"Pitampura, Delhi",Flat / Apartment,1716.0,3,1.8,"parking, security",2021,13370000.0
"Dwarka, Delhi",Flat / Apartment,1342.0,20,1.1,"lift, gym",2024,8985000.0
Greater Noida West,Flat / Apartment,1746.0,27,5.9,"parking, gym, power backup",2021,5257000.0
"Vasant Kunj, Delhi",Builder Floor,350.0,25,1.8,"security, power backup",2024,4974000.0
"Vasant Kunj, Delhi",Flat / Apartment,1540.0,14,4.4,club,2022,18821000.0
"Sector 15, Faridabad",Flat / Apartment,1082.0,26,3.5,"lift, parking, park-facing, club",2023,3493000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1173.0,29,2.5,"park-facing, gym",2018,3272000.0
Greater Noida West,Villa,1909.0,13,1.0,parking,2023,10541000.0
"Sector 56, Gurugram",Independent House,1125.0,9,1.2,"parking, park-facing, gym",2021,13291000.0
Greater Noida West,Flat / Apartment,1521.0,5,1.4,"lift, parking, park-facing, club",2023,6117000.0
"Dwarka, Delhi",Independent House,842.0,18,0.7,"parking, gym",2018,4518000.0
"Mayur Vihar, Delhi",Independent House,1316.0,11,7.4,"gym, club",2019,10534000.0
"Vasant Kunj, Delhi",Builder Floor,584.0,17,3.4,"parking, park-facing, gym, power backup",2023,9109000.0
"Janakpuri, Delhi",Flat / Apartment,1274.0,28,2.5,club,2018,6350000.0
"Vasant Kunj, Delhi",Flat / Apartment,1473.0,2,0.4,"gym, security",2024,24277000.0
"Saket, Delhi",Builder Floor,1798.0,8,1.9,lift,2019,23909000.0
"Janakpuri, Delhi",Flat / Apartment,932.0,15,2.0,"lift, parking, park-facing, power backup",2024,8870000.0
Greater Noida West,Flat / Apartment,1062.0,21,2.3,"park-facing, power backup",2023,3611000.0
"Sector 56, Gurugram",Flat / Apartment,1010.0,27,2.4,"security, power backup",2021,6046000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1186.0,26,3.2,"lift, parking, park-facing, gym, power backup, club",2018,9253000.0
"Janakpuri, Delhi",Builder Floor,866.0,13,0.7,"park-facing, gym, club",2023,9008000.0
"Pitampura, Delhi",Flat / Apartment,350.0,16,1.5,"power backup, club",2018,1661000.0
"Vasant Kunj, Delhi",Builder Floor,831.0,14,3.1,"lift, parking, park-facing, gym, power backup, club",2021,12356000.0
"Pitampura, Delhi",Independent House,1278.0,3,3.1,"parking, park-facing, security, club",2023,13175000.0
"Sector 62, Noida",Flat / Apartment,1233.0,21,2.6,"lift, gym, security",2019,5417000.0
"Vasant Kunj, Delhi",Flat / Apartment,1548.0,24,3.9,"park-facing, power backup",2018,14383000.0
"Mayur Vihar, Delhi",Flat / Apartment,1679.0,23,1.8,security,2023,10719000.0
"Sector 62, Noida",Flat / Apartment,1098.0,10,2.2,parking,2023,6934000.0
"Pitampura, Delhi",Independent House,586.0,24,4.0,"park-facing, club",2018,3478000.0
"Vasant Kunj, Delhi",Builder Floor,1481.0,6,0.7,"park-facing, gym, power backup",2018,18935000.0
"Mayur Vihar, Delhi",Independent House,1296.0,13,6.0,"parking, gym, security, power backup",2022,12552000.0
"Indirapuram, Ghaziabad",Villa,1184.0,7,3.6,"lift, park-facing",2018,6970000.0
"Saket, Delhi",Flat / Apartment,1849.0,13,1.4,lift,2024,27918000.0
"Mayur Vihar, Delhi",Builder Floor,1503.0,27,4.1,"lift, gym, power backup",2020,9249000.0
"Sector 56, Gurugram",Flat / Apartment,1355.0,14,0.9,"parking, gym, club",2019,9784000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1374.0,22,5.4,"park-facing, power backup",2019,10463000.0
"Janakpuri, Delhi",Flat / Apartment,1682.0,29,0.4,"parking, park-facing",2019,11675000.0
Greater Noida West,Flat / Apartment,990.0,4,0.7,"parking, park-facing, club",2023,3983000.0
"Lajpat Nagar, Delhi",Builder Floor,904.0,27,1.1,"lift, gym, security, club",2018,6942000.0
"Mayur Vihar, Delhi",Builder Floor,1195.0,3,1.2,club,2022,10313000.0
"Dwarka, Delhi",Flat / Apartment,770.0,18,2.7,lift,2021,4196000.0
"Sector 15, Faridabad",Flat / Apartment,1280.0,13,3.9,"lift, park-facing, gym, power backup, club",2019,3680000.0
"Mayur Vihar, Delhi",Builder Floor,1344.0,8,0.5,club,2022,12574000.0
"Sector 62, Noida",Builder Floor,1269.0,19,5.6,lift,2020,6001000.0
"Mayur Vihar, Delhi",Builder Floor,1137.0,27,3.1,"security, power backup, club",2021,8162000.0
"Lajpat Nagar, Delhi",Flat / Apartment,2044.0,2,7.3,"parking, gym, security, club",2019,17392000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1723.0,5,2.1,club,2020,16105000.0
"Sector 62, Noida",Independent House,1256.0,15,6.0,"parking, park-facing, gym, security",2023,9297000.0
Greater Noida West,Builder Floor,1342.0,3,7.7,lift,2021,4826000.0
"Dwarka, Delhi",Flat / Apartment,1919.0,9,1.2,"park-facing, gym",2022,12778000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1037.0,12,1.1,"lift, park-facing, power backup, club",2023,5753000.0
"Indirapuram, Ghaziabad",Flat / Apartment,865.0,12,,"lift, park-facing, gym, security, club",2022,4882000.0
"Dwarka, Delhi",Builder Floor,1402.0,20,1.6,"parking, security",2024,85400000.0
"Dwarka, Delhi",Flat / Apartment,1486.0,13,2.7,"parking, park-facing",2020,8568000.0
"Sector 62, Noida",Builder Floor,1520.0,1,1.6,"park-facing, gym, security, power backup, club",2020,10068000.0
"Indirapuram, Ghaziabad",Villa,1672.0,19,4.1,power backup,2019,8082000.0
"Janakpuri, Delhi",Flat / Apartment,970.0,9,3.3,"park-facing, club",2022,8322000.0
"Sector 56, Gurugram",Flat / Apartment,666.0,0,1.1,"lift, gym, security",2023,7022000.0
"Sector 15, Faridabad",Flat / Apartment,1037.0,23,2.1,"parking, gym, club",2023,4144000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1562.0,12,4.2,"lift, parking, gym, club",2020,13770000.0
"Saket, Delhi",Villa,885.0,19,2.9,"lift, parking, power backup, club",2022,17186000.0
"Sector 15, Faridabad",Villa,430.0,19,3.5,lift,2019,1789000.0
"Vasant Kunj, Delhi",Flat / Apartment,1365.0,2,1.1,"park-facing, club",2024,23248000.0
"Pitampura, Delhi",Independent House,1045.0,24,2.3,"lift, club",2018,6549000.0
"Janakpuri, Delhi",Flat / Apartment,523.0,6,0.8,"lift, parking, gym, security, power backup, club",2022,5266000.0
"Pitampura, Delhi",Builder Floor,1334.0,22,2.5,"lift, security, club",2020,9030000.0
"Vasant Kunj, Delhi",Builder Floor,1126.0,21,2.0,"park-facing, power backup",2019,11444000.0
"Sector 56, Gurugram",Flat / Apartment,2054.0,3,2.6,"lift, park-facing, security, power backup, club",2018,15739000.0
"Sector 56, Gurugram",Flat / Apartment,1340.0,3,1.0,"lift, parking, club",2022,12322000.0
"Saket, Delhi",Builder Floor,1564.0,25,3.1,"park-facing, gym, power backup, club",2019,16734000.0
"Pitampura, Delhi",Flat / Apartment,1292.0,0,4.3,"security, club",2021,9808000.0
"Rohini, Delhi",Villa,1031.0,6,0.2,"lift, park-facing, security, club",2020,8708000.0
"Saket, Delhi",Flat / Apartment,1081.0,29,0.6,"security, power backup, club",2020,10781000.0
"Sector 15, Faridabad",Flat / Apartment,1786.0,3,1.2,"park-facing, gym, power backup",2019,6287000.0
"Pitampura, Delhi",Villa,1637.0,18,1.7,"parking, power backup",2018,14194000.0
"Sector 56, Gurugram",Flat / Apartment,630.0,11,1.4,"parking, park-facing, gym, power backup",2024,6146000.0
Greater Noida West,Flat / Apartment,738.0,12,0.8,"parking, club",2023,2784000.0
"Sector 62, Noida",Flat / Apartment,763.0,3,2.6,"gym, power backup",2022,4339000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1777.0,17,2.5,"lift, parking, park-facing, gym, power backup",2023,8779000.0
"Sector 62, Noida",Flat / Apartment,521.0,10,1.4,"park-facing, club",2024,3736000.0
"Pitampura, Delhi",Flat / Apartment,1654.0,20,2.9,"parking, gym, security, club",2018,8376000.0
"Sector 56, Gurugram",Flat / Apartment,1479.0,23,1.9,"parking, park-facing, gym",2020,10371000.0
"Vasant Kunj, Delhi",Flat / Apartment,1366.0,14,6.2,"park-facing, security, power backup, club",2023,18061000.0
Greater Noida West,Independent House,1087.0,0,0.5,"parking, security, power backup, club",2018,4386000.0
"Saket, Delhi",Independent House,1835.0,19,1.1,lift,2022,25191000.0
Greater Noida West,Flat / Apartment,1351.0,14,1.8,"parking, security, club",2022,4675000.0
Greater Noida West,Villa,650.0,21,4.4,"power backup, club",2020,2766000.0
"Dwarka, Delhi",Independent House,755.0,23,3.7,"lift, parking, gym, security, power backup, club",2024,6099000.0
"Sector 62, Noida",Villa,560.0,5,3.1,"lift, security, power backup, club",2023,5275000.0
"Sector 15, Faridabad",Builder Floor,1840.0,3,0.7,"lift, parking, park-facing, security, power backup, club",2022,9494000.0
"Mayur Vihar, Delhi",Flat / Apartment,1941.0,12,1.3,"park-facing, gym, club",2023,14981000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1789.0,27,1.9,"parking, security",2018,11752000.0
Greater Noida West,Independent House,1236.0,9,4.0,"park-facing, club",2024,5968000.0
"Pitampura, Delhi",Flat / Apartment,658.0,12,2.0,"park-facing, security, power backup",2022,5337000.0
"Dwarka, Delhi",Independent House,826.0,23,3.3,"lift, parking, park-facing, club",2018,4621000.0
"Vasant Kunj, Delhi",Builder Floor,855.0,24,3.0,"parking, park-facing, security",2021,11542000.0
"Sector 56, Gurugram",Flat / Apartment,1279.0,23,3.3,"gym, power backup, club",2020,8650000.0
"Janakpuri, Delhi",Flat / Apartment,1924.0,28,1.2,"parking, power backup, club",2022,15588000.0
"Saket, Delhi",Villa,1923.0,24,3.7,lift,2018,24979000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1080.0,4,3.2,gym,2018,3992000.0
"Dwarka, Delhi",Builder Floor,350.0,13,5.9,"parking, gym",2023,2526000.0
"Saket, Delhi",Villa,775.0,23,1.6,"lift, park-facing, security",2023,13401000.0
"Pitampura, Delhi",Flat / Apartment,1835.0,17,2.5,"parking, park-facing, security, club",2020,12362000.0
"Rohini, Delhi",Flat / Apartment,1404.0,4,0.7,"park-facing, security",2020,7673000.0
"Janakpuri, Delhi",Flat / Apartment,1140.0,21,0.5,"lift, park-facing, power backup",2023,10158000.0
Greater Noida West,Independent House,1109.0,5,6.5,"parking, security, power backup, club",2020,4661000.0
"Sector 15, Faridabad",Flat / Apartment,962.0,9,2.9,"parking, park-facing",2023,4027000.0
Greater Noida West,Flat / Apartment,758.0,29,0.5,"lift, parking",2022,2171000.0
"Lajpat Nagar, Delhi",Flat / Apartment,2232.0,29,3.1,"parking, park-facing, gym",2018,13444000.0
"Rohini, Delhi",Flat / Apartment,2073.0,0,1.6,"lift, gym, club",2022,12695000.0
"Indirapuram, Ghaziabad",Flat / Apartment,930.0,11,3.3,"lift, park-facing, gym, power backup",2024,5414000.0
"Lajpat Nagar, Delhi",Flat / Apartment,511.0,9,3.8,"lift, parking, power backup, club",2023,5840000.0
"Sector 62, Noida",Independent House,1376.0,16,2.7,"lift, parking, club",2021,8298000.0
"Dwarka, Delhi",Flat / Apartment,1234.0,24,1.7,park-facing,2022,6083000.0
"Sector 56, Gurugram",Independent House,1583.0,24,2.2,"park-facing, security, power backup",2024,17218000.0
"Mayur Vihar, Delhi",Villa,1685.0,4,3.4,"park-facing, security",2021,20798000.0
Greater Noida West,Builder Floor,773.0,22,3.7,"parking, park-facing, gym, club",2018,2191000.0
"Dwarka, Delhi",Builder Floor,1876.0,0,1.1,club,2019,11596000.0
"Janakpuri, Delhi",Flat / Apartment,1141.0,15,0.6,"lift, parking, park-facing, gym, power backup",2020,8973000.0
"Sector 15, Faridabad",Builder Floor,1574.0,17,0.8,"lift, parking, gym, power backup, club",2023,7099000.0
"Janakpuri, Delhi",Flat / Apartment,1182.0,12,1.8,"park-facing, gym",2021,8781000.0
"Sector 56, Gurugram",Flat / Apartment,1715.0,26,3.6,park-facing,2022,13552000.0
"Saket, Delhi",Builder Floor,350.0,19,1.9,"lift, gym",2024,5180000.0
"Sector 62, Noida",Flat / Apartment,1632.0,29,0.7,"park-facing, club",2022,8596000.0
"Vasant Kunj, Delhi",Flat / Apartment,926.0,13,2.6,"parking, park-facing, security, club",2018,9509000.0
"Mayur Vihar, Delhi",Builder Floor,1333.0,12,2.1,security,2024,11332000.0
Greater Noida West,Flat / Apartment,1860.0,17,3.8,"security, club",2021,5322000.0
"Sector 56, Gurugram",Flat / Apartment,939.0,7,1.0,"lift, parking, gym, club",2021,8911000.0
"Pitampura, Delhi",Flat / Apartment,868.0,23,2.8,"park-facing, gym, security",2018,4175000.0
"Saket, Delhi",Flat / Apartment,1133.0,9,2.6,"parking, gym, security",2021,12968000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1104.0,3,3.2,"lift, gym, power backup",2019,10619000.0
Greater Noida West,Flat / Apartment,827.0,14,4.2,"lift, power backup",2020,2295000.0
"Saket, Delhi",Flat / Apartment,1348.0,20,0.3,"lift, gym, security, club",2022,18828000.0
"Sector 56, Gurugram",Builder Floor,1371.0,16,1.3,"lift, park-facing, security",2018,10016000.0
"Pitampura, Delhi",Villa,1508.0,1,1.9,"gym, security",2019,14688000.0
"Lajpat Nagar, Delhi",Builder Floor,931.0,0,1.3,"lift, parking, park-facing, gym",2021,11811000.0
"Sector 62, Noida",Flat / Apartment,875.0,22,2.4,"park-facing, club",2020,4019000.0
"Lajpat Nagar, Delhi",Builder Floor,1247.0,29,2.0,"lift, security",2021,9958000.0
"Vasant Kunj, Delhi",Independent House,1190.0,6,0.7,"park-facing, security, power backup, club",2022,22526000.0
"Pitampura, Delhi",Villa,1198.0,28,3.3,"lift, security, club",2019,9330000.0
"Sector 62, Noida",Flat / Apartment,982.0,14,0.9,"lift, power backup, club",2023,5812000.0
Greater Noida West,Flat / Apartment,1449.0,4,2.5,"park-facing, security, power backup, club",2020,4843000.0
"Sector 56, Gurugram",Flat / Apartment,876.0,8,0.8,"security, power backup, club",2018,6641000.0
"Sector 56, Gurugram",Independent House,1245.0,28,2.5,"park-facing, security",2024,13008000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1162.0,9,1.9,parking,2019,4643000.0
"Vasant Kunj, Delhi",Independent House,1285.0,25,2.2,"lift, parking, park-facing, security, power backup, club",2020,19059000.0
"Vasant Kunj, Delhi",Flat / Apartment,1833.0,18,2.6,"lift, gym, security, power backup, club",2021,20432000.0
"Pitampura, Delhi",Builder Floor,708.0,24,3.9,parking,2023,4834000.0
"Sector 56, Gurugram",Flat / Apartment,350.0,12,1.5,security,2024,2999000.0
"Sector 56, Gurugram",Flat / Apartment,1033.0,3,0.7,"lift, power backup",2020,8747000.0
"Dwarka, Delhi",Flat / Apartment,782.0,14,1.8,"park-facing, gym, security",2020,4335000.0
"Indirapuram, Ghaziabad",Builder Floor,350.0,28,4.0,"lift, parking, gym, security, club",2019,1427000.0
"Lajpat Nagar, Delhi",Flat / Apartment,2086.0,29,0.2,"lift, park-facing, power backup",2020,18346000.0
Greater Noida West,Flat / Apartment,1552.0,12,0.7,"power backup, club",2021,5355000.0
"Sector 62, Noida",Builder Floor,1600.0,3,,"park-facing, power backup, club",2018,8694000.0
"Sector 15, Faridabad",Villa,1172.0,6,4.2,"park-facing, power backup",2024,7695000.0
"Sector 56, Gurugram",Independent House,1489.0,11,1.4,"gym, security, club",2019,14728000.0
"Pitampura, Delhi",Builder Floor,1110.0,29,1.8,"parking, security, club",2022,8238000.0
"Saket, Delhi",Flat / Apartment,1666.0,15,1.2,"park-facing, power backup, club",2021,20828000.0
"Janakpuri, Delhi",Independent House,1385.0,14,1.5,"lift, gym, security",2019,12348000.0
Greater Noida West,Flat / Apartment,1284.0,24,3.4,"park-facing, gym, security",2020,3668000.0
"Lajpat Nagar, Delhi",Villa,1318.0,5,3.8,"lift, park-facing, security",2021,21292000.0
"Rohini, Delhi",Independent House,1959.0,8,3.6,"gym, power backup, club",2022,14484000.0
"Vasant Kunj, Delhi",Flat / Apartment,1375.0,22,,"gym, power backup",2019,13344000.0
"Mayur Vihar, Delhi",Flat / Apartment,837.0,11,0.8,"parking, gym, security, power backup, club",2020,6032000.0
"Sector 56, Gurugram",Builder Floor,1451.0,17,6.0,,2021,11897000.0
"Sector 15, Faridabad",Builder Floor,1520.0,24,5.6,"park-facing, security, power backup, club",2019,4503000.0
"Sector 15, Faridabad",Builder Floor,1235.0,22,1.9,"lift, gym, security",2018,3966000.0
"Pitampura, Delhi",Villa,1277.0,15,4.1,"lift, parking, security, power backup, club",2022,14435000.0
"Mayur Vihar, Delhi",Flat / Apartment,820.0,2,0.3,"lift, parking, park-facing, gym",2019,6086000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1344.0,25,4.4,"power backup, club",2023,5846000.0
"Rohini, Delhi",Builder Floor,753.0,2,2.4,"lift, park-facing, security, power backup, club",2018,3942000.0
"Mayur Vihar, Delhi",Flat / Apartment,1187.0,1,0.9,"parking, gym, security",2024,11757000.0
"Pitampura, Delhi",Builder Floor,999.0,6,4.5,"parking, park-facing, security",2021,8452000.0
"Indirapuram, Ghaziabad",Independent House,1742.0,8,0.3,,2021,9633000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1997.0,23,3.6,"lift, parking",2020,7186000.0
"Sector 56, Gurugram",Independent House,785.0,16,4.5,"park-facing, power backup",2024,9425000.0
"Sector 56, Gurugram",Independent House,1298.0,27,5.0,"parking, gym, security, club",2018,10568000.0
"Sector 56, Gurugram",Flat / Apartment,1160.0,3,0.3,"parking, security",2019,9408000.0
"Mayur Vihar, Delhi",Independent House,1509.0,29,0.5,"parking, park-facing, gym, club",2023,13158000.0
"Saket, Delhi",Independent House,1343.0,14,0.6,,2021,22020000.0
"Vasant Kunj, Delhi",Flat / Apartment,1126.0,17,3.4,"lift, parking, park-facing, gym, security, club",2021,16458000.0
"Sector 62, Noida",Flat / Apartment,1342.0,0,5.8,"power backup, club",2021,7038000.0
"Sector 56, Gurugram",Flat / Apartment,1203.0,21,2.9,gym,2021,8554000.0
"Vasant Kunj, Delhi",Builder Floor,2015.0,15,,"lift, security, power backup",2022,33215000.0
Greater Noida West,Flat / Apartment,943.0,22,5.4,"parking, security",2021,2905000.0
"Sector 15, Faridabad",Flat / Apartment,1416.0,27,5.6,parking,2019,4155000.0
"Sector 56, Gurugram",Villa,1529.0,6,6.2,"park-facing, club",2023,21164000.0
"Saket, Delhi",Builder Floor,1497.0,28,0.9,"parking, gym, club",2018,15260000.0
"Sector 15, Faridabad",Builder Floor,1166.0,14,0.7,park-facing,2024,4786000.0
"Vasant Kunj, Delhi",Villa,1916.0,9,0.5,,2021,39342000.0
"Janakpuri, Delhi",Flat / Apartment,360.0,21,0.7,park-facing,2021,2747000.0
Greater Noida West,Flat / Apartment,808.0,0,0.3,"lift, power backup, club",2022,3602000.0
"Pitampura, Delhi",Builder Floor,1599.0,20,4.1,"lift, club",2023,12584000.0
"Vasant Kunj, Delhi",Flat / Apartment,904.0,27,2.8,"park-facing, gym, security, power backup",2023,12223000.0
"Dwarka, Delhi",Flat / Apartment,878.0,6,12.3,"parking, park-facing, security, power backup, club",2019,4862000.0
"Lajpat Nagar, Delhi",Independent House,1090.0,17,2.1,"lift, parking, power backup",2022,13095000.0
"Sector 56, Gurugram",Flat / Apartment,946.0,23,2.3,"parking, park-facing, gym, security, power backup",2023,8344000.0
"Sector 62, Noida",Flat / Apartment,1587.0,17,4.6,"lift, park-facing",2022,8484000.0
"Saket, Delhi",Builder Floor,1707.0,27,1.5,"parking, park-facing, club",2020,20450000.0
"Saket, Delhi",Builder Floor,1340.0,24,1.0,"lift, parking",2019,13983000.0
"Sector 62, Noida",Flat / Apartment,1775.0,8,2.7,"parking, park-facing, club",2018,8898000.0
"Saket, Delhi",Flat / Apartment,676.0,11,2.0,"parking, club",2023,10172000.0
"Rohini, Delhi",Independent House,1334.0,20,2.6,"gym, security, power backup",2024,8803000.0
"Pitampura, Delhi",Villa,1907.0,12,6.2,club,2021,17890000.0
"Mayur Vihar, Delhi",Flat / Apartment,1740.0,11,1.2,"lift, power backup",2024,14305000.0
"Vasant Kunj, Delhi",Flat / Apartment,1946.0,25,1.2,"park-facing, power backup",2018,18118000.0
"Saket, Delhi",Builder Floor,1034.0,3,3.8,"parking, gym, club",2024,17208000.0
"Vasant Kunj, Delhi",Flat / Apartment,1713.0,14,1.2,security,2019,18137000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1108.0,11,10.9,"lift, parking, gym, security, power backup, club",2020,10771000.0
"Rohini, Delhi",Flat / Apartment,1568.0,22,1.9,"gym, security, club",2019,6117000.0
"Rohini, Delhi",Flat / Apartment,1890.0,29,2.8,"lift, park-facing, security, power backup",2020,7289000.0
"Lajpat Nagar, Delhi",Flat / Apartment,943.0,27,4.7,"parking, security",2018,6784000.0
"Rohini, Delhi",Flat / Apartment,465.0,10,2.4,"lift, parking, power backup, club",2021,2484000.0
"Lajpat Nagar, Delhi",Independent House,2131.0,11,2.0,"lift, park-facing, security, club",2018,21673000.0
"Mayur Vihar, Delhi",Flat / Apartment,1520.0,3,4.3,gym,2019,9793000.0
"Rohini, Delhi",Flat / Apartment,1252.0,26,1.1,"parking, gym, power backup, club",2024,7659000.0
"Sector 56, Gurugram",Flat / Apartment,1227.0,9,2.7,"park-facing, security, power backup",2018,9691000.0
"Sector 56, Gurugram",Independent House,357.0,9,0.9,lift,2021,4038000.0
"Mayur Vihar, Delhi",Flat / Apartment,1394.0,11,4.0,"lift, park-facing, gym, security, power backup, club",2021,11461000.0
"Sector 56, Gurugram",Flat / Apartment,1061.0,27,1.8,"lift, parking, power backup, club",2020,8040000.0
"Indirapuram, Ghaziabad",Builder Floor,1324.0,29,2.8,"lift, gym, power backup, club",2021,5337000.0
"Rohini, Delhi",Builder Floor,1314.0,9,4.9,"gym, security",2023,8830000.0
"Saket, Delhi",Independent House,350.0,19,1.0,"lift, park-facing, gym",2020,5014000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1520.0,7,3.1,"parking, gym, club",2020,13820000.0
"Sector 56, Gurugram",Flat / Apartment,1385.0,13,4.0,"lift, park-facing, gym, club",2019,9824000.0
Greater Noida West,Flat / Apartment,1445.0,21,3.7,"parking, power backup",2020,3902000.0
Greater Noida West,Builder Floor,1217.0,15,1.8,"lift, parking, gym, club",2024,5520000.0
"Mayur Vihar, Delhi",Flat / Apartment,1322.0,27,0.6,,2019,7235000.0
"Janakpuri, Delhi",Flat / Apartment,1378.0,15,5.0,"power backup, club",2019,8612000.0
